venue,date,time,interested,sold_out,title,desc,url
"Utzon Room, Sydney Opera House",Fri 17 February,6:00pm,No,No,Janaček's String Quartet No.2,"Janáček’s Second String Quartet uses the full emotional range of string instruments to express the complexities of life, with soaring melodies and moods that shift restlessly from calm to ecstatic, intense and expansive. The work was inspired by Janáček’s love for Kamila Stösslová, a young married woman. The music twists and turns with the changing fortunes of their relationship revealed through their 700 letters.",https://www.sydneysymphony.com/concerts/janaceks-string-quartet-no-2
"Concert Hall, Sydney Opera House",Sat 18 February,2:00pm,No,No,Rimsky-Korsakov’s Scheherazade,"From its suspense-filled opening, Scheherazade plunges you into a world of high drama. Colourful scenes unfurl around you, a twist at every turn, all gorgeously carried by musical themes that have influenced artists the world over. Rimsky-Korsakov uses musical cliff-hangers to dazzling effect in his retelling of this classic tale about the power of story to transport us. It’s hard not to be moved by this music, especially with Chief Conductor Simone Young leading us to a place so captivating.",https://www.sydneysymphony.com/concerts/rimsky-korsakovs-scheherazade
"Utzon Room, Sydney Opera House",Sat 18 February,6:00pm,No,No,Janaček's String Quartet No.2,"Janáček’s Second String Quartet uses the full emotional range of string instruments to express the complexities of life, with soaring melodies and moods that shift restlessly from calm to ecstatic, intense and expansive. The work was inspired by Janáček’s love for Kamila Stösslová, a young married woman. The music twists and turns with the changing fortunes of their relationship revealed through their 700 letters.",https://www.sydneysymphony.com/concerts/janaceks-string-quartet-no-2
"Utzon Room, Sydney Opera House",Fri 03 March,6:00pm,No,No,Dvořák's String Quintet No.3,"Dvořák wrote some of his most famous works in New York during his time as director of the National Conservatory of Music – including this charming String Quintet. He was fascinated by the music of America, particularly Native American and African-American music, and was energised by influences outside European traditions. This quintet is full of joy, as fresh and invigorating as a brisk walk through Central Park in autumn.",https://www.sydneysymphony.com/concerts/dvoraks-string-quintet-no-3
"Utzon Room, Sydney Opera House",Sat 04 March,6:00pm,No,No,Dvořák's String Quintet No.3,"Dvořák wrote some of his most famous works in New York during his time as director of the National Conservatory of Music – including this charming String Quintet. He was fascinated by the music of America, particularly Native American and African-American music, and was energised by influences outside European traditions. This quintet is full of joy, as fresh and invigorating as a brisk walk through Central Park in autumn.",https://www.sydneysymphony.com/concerts/dvoraks-string-quintet-no-3
City Recital Hall,Mon 06 March,7:00pm,No,No,Marie-Ange Nguci in Recital,"Albanian-born Marie-Ange Nguci’s reputation for thrilling performances is growing rapidly around the world, and the spirit and exuberance of this all-Russian program is a perfect fit for the twenty-four year old virtuoso. Along with her wonderfully expressive interpretations, Nguci’s technical mastery makes her utterly absorbing to watch.",https://www.sydneysymphony.com/concerts/marie-ange-nguci-in-recital
"Concert Hall, Sydney Opera House",Wed 08 March,8:00pm,No,No,Pictures at an Exhibition,"Music imitates art in Mussorgsky’s Pictures at an Exhibition, a dramatic suite of ten movements inspired by the artworks of Victor Hartmann. Unfolding with joyous energy and daring surprise, Mussorgsky’s musical scenes are as evocative and contrasting as the pictures themselves. From the endearing inelegance of The Gnome, to the fleeting beauty of the Ballet of the Unhatched Chicks, to the triumphant power of The Great Gate of Kiev – Mussorgsky’s vision is revealed through the power of Ravel’s iconic orchestration. The brilliance of rising star Marie-Ange Nguci shines through in Saint-Saëns’ Piano Concerto No.2. Sometimes reflective and melancholic, sometimes fiery and dramatic, the composer’s own pianistic virtuosity finds its match in Nguci’s generation-defining talent.",https://www.sydneysymphony.com/concerts/pictures-at-an-exhibition
"Concert Hall, Sydney Opera House",Thu 09 March,1:30pm,No,No,Pictures at an Exhibition,"Music imitates art in Mussorgsky’s Pictures at an Exhibition, a dramatic suite of ten movements inspired by the artworks of Victor Hartmann. Unfolding with joyous energy and daring surprise, Mussorgsky’s musical scenes are as evocative and contrasting as the pictures themselves. From the endearing inelegance of The Gnome, to the fleeting beauty of the Ballet of the Unhatched Chicks, to the triumphant power of The Great Gate of Kiev – Mussorgsky’s vision is revealed through the power of Ravel’s iconic orchestration. The brilliance of rising star Marie-Ange Nguci shines through in Saint-Saëns’ Piano Concerto No.2. Sometimes reflective and melancholic, sometimes fiery and dramatic, the composer’s own pianistic virtuosity finds its match in Nguci’s generation-defining talent.",https://www.sydneysymphony.com/concerts/pictures-at-an-exhibition
"Concert Hall, Sydney Opera House",Fri 10 March,8:00pm,No,No,Pictures at an Exhibition,"Music imitates art in Mussorgsky’s Pictures at an Exhibition, a dramatic suite of ten movements inspired by the artworks of Victor Hartmann. Unfolding with joyous energy and daring surprise, Mussorgsky’s musical scenes are as evocative and contrasting as the pictures themselves. From the endearing inelegance of The Gnome, to the fleeting beauty of the Ballet of the Unhatched Chicks, to the triumphant power of The Great Gate of Kiev – Mussorgsky’s vision is revealed through the power of Ravel’s iconic orchestration. The brilliance of rising star Marie-Ange Nguci shines through in Saint-Saëns’ Piano Concerto No.2. Sometimes reflective and melancholic, sometimes fiery and dramatic, the composer’s own pianistic virtuosity finds its match in Nguci’s generation-defining talent.",https://www.sydneysymphony.com/concerts/pictures-at-an-exhibition
"Concert Hall, Sydney Opera House",Sat 11 March,8:00pm,No,No,Pictures at an Exhibition,"Music imitates art in Mussorgsky’s Pictures at an Exhibition, a dramatic suite of ten movements inspired by the artworks of Victor Hartmann. Unfolding with joyous energy and daring surprise, Mussorgsky’s musical scenes are as evocative and contrasting as the pictures themselves. From the endearing inelegance of The Gnome, to the fleeting beauty of the Ballet of the Unhatched Chicks, to the triumphant power of The Great Gate of Kiev – Mussorgsky’s vision is revealed through the power of Ravel’s iconic orchestration. The brilliance of rising star Marie-Ange Nguci shines through in Saint-Saëns’ Piano Concerto No.2. Sometimes reflective and melancholic, sometimes fiery and dramatic, the composer’s own pianistic virtuosity finds its match in Nguci’s generation-defining talent.",https://www.sydneysymphony.com/concerts/pictures-at-an-exhibition
"Concert Hall, Sydney Opera House",Fri 17 March,7:00pm,No,No,Rhapsody in Blue,"Like a wailing siren, the instantly recognisable opening notes of the clarinet set the scene. We’re in New York City with the jazz era spark forever captured in Gershwin’s pioneering work, Rhapsody in Blue. Audiences were mesmerised at its premiere, and in this performance the acclaimed Australian pianist Simon Tedeschi keeps the magic alive. “Mambo!” Brazen, strident, brassy – this is the hustling, bustling New York of Bernstein’s West Side Story. Thanks to classics, such as Mambo, Maria, Somewhere and America, a whole new generation has fallen in love with this retelling of Romeo and Juliet. Hear the hits. Feel the tender ache of Tony and Maria’s first love once again.",https://www.sydneysymphony.com/concerts/rhapsody-in-blue
"Concert Hall, Sydney Opera House",Sat 18 March,7:00pm,No,No,Rhapsody in Blue,"Like a wailing siren, the instantly recognisable opening notes of the clarinet set the scene. We’re in New York City with the jazz era spark forever captured in Gershwin’s pioneering work, Rhapsody in Blue. Audiences were mesmerised at its premiere, and in this performance the acclaimed Australian pianist Simon Tedeschi keeps the magic alive. “Mambo!” Brazen, strident, brassy – this is the hustling, bustling New York of Bernstein’s West Side Story. Thanks to classics, such as Mambo, Maria, Somewhere and America, a whole new generation has fallen in love with this retelling of Romeo and Juliet. Hear the hits. Feel the tender ache of Tony and Maria’s first love once again.",https://www.sydneysymphony.com/concerts/rhapsody-in-blue
"Concert Hall, Sydney Opera House",Sun 19 March,2:00pm,No,No,Rhapsody in Blue,"Like a wailing siren, the instantly recognisable opening notes of the clarinet set the scene. We’re in New York City with the jazz era spark forever captured in Gershwin’s pioneering work, Rhapsody in Blue. Audiences were mesmerised at its premiere, and in this performance the acclaimed Australian pianist Simon Tedeschi keeps the magic alive. “Mambo!” Brazen, strident, brassy – this is the hustling, bustling New York of Bernstein’s West Side Story. Thanks to classics, such as Mambo, Maria, Somewhere and America, a whole new generation has fallen in love with this retelling of Romeo and Juliet. Hear the hits. Feel the tender ache of Tony and Maria’s first love once again.",https://www.sydneysymphony.com/concerts/rhapsody-in-blue
City Recital Hall,Thu 30 March,7:00pm,No,No,Mozart's Gran Partita Serenade,There’s a cheerful and joyous feel to this chamber concert where you can experience the musicianship of Sydney Symphony’s woodwind musicians at the City Recital Hall. Our musicians take on two classics – Mozart’s Gran Partita Serenade and Beethoven’s Wind Quintet.,https://www.sydneysymphony.com/concerts/mozarts-gran-partita-serenade
"Concert Hall, Sydney Opera House",Thu 30 March,7:00pm,No,No,JS Bach's Magnificat in D,"Bring together a choir of exquisite voices, an orchestra and Bach, and the outside world fades away. The Magnificat is a transformative experience, featuring more than 100 performers on stage for a work of immense beauty.This music is bright and exhilarating, with soaring brass and gorgeous choral singing. It delights with its bold contrasts and cascades of light and colour – a work to nourish the spirit and renew a sense of wonder. Stephen Layton is one of the world’s great choral conductors, best known as conductor of the Choir of Trinity College, Cambridge, and a specialist in realising the radiant brilliance of Bach’s work.",https://www.sydneysymphony.com/concerts/js-bachs-magnificat-in-d
"Concert Hall, Sydney Opera House",Fri 31 March,11:00am,No,No,JS Bach's Magnificat in D,"Bring together a choir of exquisite voices, an orchestra and Bach, and the outside world fades away. The Magnificat is a transformative experience, featuring more than 100 performers on stage for a work of immense beauty.This music is bright and exhilarating, with soaring brass and gorgeous choral singing. It delights with its bold contrasts and cascades of light and colour – a work to nourish the spirit and renew a sense of wonder. Stephen Layton is one of the world’s great choral conductors, best known as conductor of the Choir of Trinity College, Cambridge, and a specialist in realising the radiant brilliance of Bach’s work.",https://www.sydneysymphony.com/concerts/js-bachs-magnificat-in-d
"Concert Hall, Sydney Opera House",Sat 01 April,2:00pm,No,No,JS Bach's Magnificat in D,"Bring together a choir of exquisite voices, an orchestra and Bach, and the outside world fades away. The Magnificat is a transformative experience, featuring more than 100 performers on stage for a work of immense beauty.This music is bright and exhilarating, with soaring brass and gorgeous choral singing. It delights with its bold contrasts and cascades of light and colour – a work to nourish the spirit and renew a sense of wonder. Stephen Layton is one of the world’s great choral conductors, best known as conductor of the Choir of Trinity College, Cambridge, and a specialist in realising the radiant brilliance of Bach’s work.",https://www.sydneysymphony.com/concerts/js-bachs-magnificat-in-d
"Concert Hall, Sydney Opera House",Fri 14 April,7:00pm,No,No,Donald Runnicles conducts Brahms 2,"Brahms was a perfectionist, and it took him almost fifteen years to write his first symphony. After this premiered to critical acclaim, his Second Symphony took less than a year to complete, bursting out in all its colour and glory. From the lush, pastoral landscape of the opening movement to the grand, triumphant finale, every moment is packed with sweeping emotions and lyrical tunes. Glanert’s Idyllium is inspired by Brahms’ music and pays homage to the great Romantic composer.",https://www.sydneysymphony.com/concerts/donald-runnicles-conducts-brahms-2
"Concert Hall, Sydney Opera House",Sat 15 April,7:00pm,No,No,Donald Runnicles conducts Brahms 2,"Brahms was a perfectionist, and it took him almost fifteen years to write his first symphony. After this premiered to critical acclaim, his Second Symphony took less than a year to complete, bursting out in all its colour and glory. From the lush, pastoral landscape of the opening movement to the grand, triumphant finale, every moment is packed with sweeping emotions and lyrical tunes. Glanert’s Idyllium is inspired by Brahms’ music and pays homage to the great Romantic composer.",https://www.sydneysymphony.com/concerts/donald-runnicles-conducts-brahms-2
"Concert Hall, Sydney Opera House",Sun 16 April,2:00pm,No,No,Donald Runnicles conducts Brahms 2,"Brahms was a perfectionist, and it took him almost fifteen years to write his first symphony. After this premiered to critical acclaim, his Second Symphony took less than a year to complete, bursting out in all its colour and glory. From the lush, pastoral landscape of the opening movement to the grand, triumphant finale, every moment is packed with sweeping emotions and lyrical tunes. Glanert’s Idyllium is inspired by Brahms’ music and pays homage to the great Romantic composer.",https://www.sydneysymphony.com/concerts/donald-runnicles-conducts-brahms-2
"Concert Hall, Sydney Opera House",Wed 19 April,8:00pm,No,No,Elgar's Cello Concerto,"Composed in the aftermath of the First World War, Elgar’s Cello Concerto speaks to the spirit of his time. Famous for the cello’s powerful opening statement, this is music of aching intensity, from the wistful, searching mood of the iconic first movement to its very final moments. Experience Elgar’s vision as interpreted by sought-after cellist Nicolas Altstaedt, a performer celebrated for his superb control, warmth of tone and huge presence.",https://www.sydneysymphony.com/concerts/elgars-cello-concerto
"Concert Hall, Sydney Opera House",Thu 20 April,1:30pm,No,No,Elgar's Cello Concerto,"Composed in the aftermath of the First World War, Elgar’s Cello Concerto speaks to the spirit of his time. Famous for the cello’s powerful opening statement, this is music of aching intensity, from the wistful, searching mood of the iconic first movement to its very final moments. Experience Elgar’s vision as interpreted by sought-after cellist Nicolas Altstaedt, a performer celebrated for his superb control, warmth of tone and huge presence.",https://www.sydneysymphony.com/concerts/elgars-cello-concerto
"Concert Hall, Sydney Opera House",Fri 21 April,8:00pm,No,No,Elgar's Cello Concerto,"Composed in the aftermath of the First World War, Elgar’s Cello Concerto speaks to the spirit of his time. Famous for the cello’s powerful opening statement, this is music of aching intensity, from the wistful, searching mood of the iconic first movement to its very final moments. Experience Elgar’s vision as interpreted by sought-after cellist Nicolas Altstaedt, a performer celebrated for his superb control, warmth of tone and huge presence.",https://www.sydneysymphony.com/concerts/elgars-cello-concerto
"Concert Hall, Sydney Opera House",Sat 22 April,8:00pm,No,No,Elgar's Cello Concerto,"Composed in the aftermath of the First World War, Elgar’s Cello Concerto speaks to the spirit of his time. Famous for the cello’s powerful opening statement, this is music of aching intensity, from the wistful, searching mood of the iconic first movement to its very final moments. Experience Elgar’s vision as interpreted by sought-after cellist Nicolas Altstaedt, a performer celebrated for his superb control, warmth of tone and huge presence.",https://www.sydneysymphony.com/concerts/elgars-cello-concerto
"Concert Hall, Sydney Opera House",Fri 28 April,7:00pm,No,No,Arabella Steinbacher performs Lentz,"Arabella Steinbacher is one of the world’s most in-demand violinists, and a stellar performer arriving to premiere a concerto by composer and Sydney Symphony musician Georges Lentz. Part luminous meditation, part dark diabolical jig creating an elegy for our grandchildren’s planet, this is a concerto that requires true virtuosity. In Arabella Steinbacher’s hands, it will be a transcendent experience.",https://www.sydneysymphony.com/concerts/arabella-steinbacher-performs-lentz
"Concert Hall, Sydney Opera House",Sat 29 April,7:00pm,No,No,Arabella Steinbacher performs Lentz,"Arabella Steinbacher is one of the world’s most in-demand violinists, and a stellar performer arriving to premiere a concerto by composer and Sydney Symphony musician Georges Lentz. Part luminous meditation, part dark diabolical jig creating an elegy for our grandchildren’s planet, this is a concerto that requires true virtuosity. In Arabella Steinbacher’s hands, it will be a transcendent experience.",https://www.sydneysymphony.com/concerts/arabella-steinbacher-performs-lentz
"Concert Hall, Sydney Opera House",Thu 11 May,7:00pm,No,No,Stephen Hough performs Rachmaninov 2,"Stephen Hough, one of the world’s most acclaimed pianists, performs the work that rocketed Rachmaninov to stardom. Rachmaninov’s Piano Concerto No.2 is an arresting testament to youthful exuberance. In three powerful movements, the composer creates a dramatic journey from darkness to light.",https://www.sydneysymphony.com/concerts/stephen-hough-performs-rachmaninov2
"Concert Hall, Sydney Opera House",Fri 12 May,11:00am,No,No,Respighi’s Roman Trilogy,"From the first bright hit of brass, there can be no doubt that this is Respighi’s Rome. Full of breathless excitement and cinematic grandeur, the Roman Trilogy is big, sweeping and bold – a huge orchestral experience. Moving from the monumental to soft and seductive, it captures, like any great journey, the heightened sensory power of delight and discovery.",https://www.sydneysymphony.com/concerts/respighis-roman-trilogy
"Concert Hall, Sydney Opera House",Sat 13 May,2:00pm,No,No,Stephen Hough performs Rachmaninov 2,"Stephen Hough, one of the world’s most acclaimed pianists, performs the work that rocketed Rachmaninov to stardom. Rachmaninov’s Piano Concerto No.2 is an arresting testament to youthful exuberance. In three powerful movements, the composer creates a dramatic journey from darkness to light.",https://www.sydneysymphony.com/concerts/stephen-hough-performs-rachmaninov2
City Recital Hall,Mon 15 May,7:00pm,No,No,Stephen Hough in Recital,"Any recital by Stephen Hough is a must-see event, and an opportunity to experience yet another side to Hough’s wizardry. Lushly serene, this meditative program features some of the absolute masterworks of Romantic and Impressionist writing, from Chopin to Liszt and Debussy, and also a work by Hough himself.",https://www.sydneysymphony.com/concerts/stephen-hough-recital-2023
"Concert Hall, Sydney Opera House",Wed 17 May,8:00pm,No,No,Stephen Hough performs Rachmaninov 1,"When a pianist of Stephen Hough’s calibre interprets a work such as Rachmaninov’s intensely dramatic Piano Concerto No.1, it’s a special event – one not to be missed. Written with all the daring and spirit of an 18-year-old, Rachmaninov’s concerto displays the hallmarks of passion and intensity that would come to define his legacy. The raging double-octave leaps, the luxurious orchestration, the heart-wrenching piano solo – this is the Russian’s emergence as a pure and unapologetic Romantic.",https://www.sydneysymphony.com/concerts/stephen-hough-performs-rachmaninov1
"Concert Hall, Sydney Opera House",Thu 18 May,1:30pm,No,No,Stephen Hough performs Rachmaninov 1,"When a pianist of Stephen Hough’s calibre interprets a work such as Rachmaninov’s intensely dramatic Piano Concerto No.1, it’s a special event – one not to be missed. Written with all the daring and spirit of an 18-year-old, Rachmaninov’s concerto displays the hallmarks of passion and intensity that would come to define his legacy. The raging double-octave leaps, the luxurious orchestration, the heart-wrenching piano solo – this is the Russian’s emergence as a pure and unapologetic Romantic.",https://www.sydneysymphony.com/concerts/stephen-hough-performs-rachmaninov1
"Concert Hall, Sydney Opera House",Fri 19 May,8:00pm,No,No,Stephen Hough performs Rachmaninov 1,"When a pianist of Stephen Hough’s calibre interprets a work such as Rachmaninov’s intensely dramatic Piano Concerto No.1, it’s a special event – one not to be missed. Written with all the daring and spirit of an 18-year-old, Rachmaninov’s concerto displays the hallmarks of passion and intensity that would come to define his legacy. The raging double-octave leaps, the luxurious orchestration, the heart-wrenching piano solo – this is the Russian’s emergence as a pure and unapologetic Romantic.",https://www.sydneysymphony.com/concerts/stephen-hough-performs-rachmaninov1
"Concert Hall, Sydney Opera House",Sat 20 May,8:00pm,No,No,Stephen Hough performs Rachmaninov 1,"When a pianist of Stephen Hough’s calibre interprets a work such as Rachmaninov’s intensely dramatic Piano Concerto No.1, it’s a special event – one not to be missed. Written with all the daring and spirit of an 18-year-old, Rachmaninov’s concerto displays the hallmarks of passion and intensity that would come to define his legacy. The raging double-octave leaps, the luxurious orchestration, the heart-wrenching piano solo – this is the Russian’s emergence as a pure and unapologetic Romantic.",https://www.sydneysymphony.com/concerts/stephen-hough-performs-rachmaninov1
"Concert Hall, Sydney Opera House",Wed 07 June,8:00pm,No,No,Mozart’s Great Mass in C Minor,"The powerful Great Mass in C Minor reveals Mozart at the height of his brilliance, mercurial as ever as he confronts formidable themes with fantastic writing. A work of mysterious origins, the Great Mass is a layered, shimmering tapestry. Moods shift constantly, sometimes dazzling, sometimes movingly sombre. It’s a soul wrestling with what it means to be alive. Maybe that’s why we are drawn back to this masterpiece.",https://www.sydneysymphony.com/concerts/mozart-great-mass-in-c
"Concert Hall, Sydney Opera House",Thu 08 June,1:30pm,No,No,Mozart’s Great Mass in C Minor,"The powerful Great Mass in C Minor reveals Mozart at the height of his brilliance, mercurial as ever as he confronts formidable themes with fantastic writing. A work of mysterious origins, the Great Mass is a layered, shimmering tapestry. Moods shift constantly, sometimes dazzling, sometimes movingly sombre. It’s a soul wrestling with what it means to be alive. Maybe that’s why we are drawn back to this masterpiece.",https://www.sydneysymphony.com/concerts/mozart-great-mass-in-c
"Utzon Room, Sydney Opera House",Fri 09 June,6:00pm,No,No,Steve Reich and Bach,"A rush of pure energy, Steve Reich’s Mallet Quartet showcases his masterful use of minimal instrumentation to create a rich and dramatic sound BBC Music Magazine described this as vintage Reich:",https://www.sydneysymphony.com/concerts/steve-reich-bach
"Concert Hall, Sydney Opera House",Fri 09 June,8:00pm,No,No,Mozart’s Great Mass in C Minor,"The powerful Great Mass in C Minor reveals Mozart at the height of his brilliance, mercurial as ever as he confronts formidable themes with fantastic writing. A work of mysterious origins, the Great Mass is a layered, shimmering tapestry. Moods shift constantly, sometimes dazzling, sometimes movingly sombre. It’s a soul wrestling with what it means to be alive. Maybe that’s why we are drawn back to this masterpiece.",https://www.sydneysymphony.com/concerts/mozart-great-mass-in-c
"Utzon Room, Sydney Opera House",Sat 10 June,6:00pm,No,No,Steve Reich and Bach,"A rush of pure energy, Steve Reich’s Mallet Quartet showcases his masterful use of minimal instrumentation to create a rich and dramatic sound BBC Music Magazine described this as vintage Reich:",https://www.sydneysymphony.com/concerts/steve-reich-bach
"Concert Hall, Sydney Opera House",Sat 10 June,8:00pm,No,No,Mozart’s Great Mass in C Minor,"The powerful Great Mass in C Minor reveals Mozart at the height of his brilliance, mercurial as ever as he confronts formidable themes with fantastic writing. A work of mysterious origins, the Great Mass is a layered, shimmering tapestry. Moods shift constantly, sometimes dazzling, sometimes movingly sombre. It’s a soul wrestling with what it means to be alive. Maybe that’s why we are drawn back to this masterpiece.",https://www.sydneysymphony.com/concerts/mozart-great-mass-in-c
City Recital Hall,Thu 15 June,7:00pm,No,No,Sydney Symphony Brass Musicians,"Brass ensembles have a brilliant ability to inspire. Uniquely bold and exhilarating, you can hear why Handel chose to feature these instruments so prominently in his Music for the Royal Fireworks – the culminating piece in this concert. It’s a chance to experience a range of musical styles written or arranged for brass ensemble, in music for dance, all full of life and warmth.",https://www.sydneysymphony.com/concerts/sydney-symphony-brass-musicians
"Concert Hall, Sydney Opera House",Wed 21 June,7:00pm,No,No,Spinifex Gum & the Sydney Symphony,"Spinifex Gum combines the beauty of a choir of young Indigenous female singers from Far North Queensland and the Torres Strait with contemporary songwriting that speaks to issues of our time. This is a unique collaboration between Marliya of Gondwana Choirs and Felix Riebl and Ollie McGill of The Cat Empire. In this breathtaking concert, their unique blend of choral music, contemporary song and dance combine with the power of the Sydney Symphony in a performance like you’ve never seen before.",https://www.sydneysymphony.com/concerts/spinifex-gum-sydney-symphony
"Concert Hall, Sydney Opera House",Fri 30 June,11:00am,No,No,Simone Young & Steven Isserlis,"Hugely expressive and wearing grand emotions on its sleeve, Schumann’s Fourth Symphony has a passionate advocate in our Chief Conductor Simone Young, with her deep musical understanding of Schumann’s own Romantic vision. Written over 100 years later, Walton’s Cello Concerto shares the same romantic essence. From a dreamy and tender opening, the music blossoms, alternating between fiery passion and deep introspection. Award-winning English cellist Steven Isserlis brings out all the nuances and delicate nature of the concerto, drawing you into this intimate work.",https://www.sydneysymphony.com/concerts/simone-young-steven-isserlis
"Utzon Room, Sydney Opera House",Fri 30 June,6:00pm,No,No,Britten & Prokofiev,"In his Phantasy Quartet, Britten presents a leisurely pastoral existence, which gives way to the grittiness of an industrialised world. First performed in 1933, the work still possesses a freshness and a contemporary sensibility that’s exciting to experience, as Britten experiments with rhythm and the range of possibilities offered by the instruments.",https://www.sydneysymphony.com/concerts/britten-prokofiev
"Concert Hall, Sydney Opera House",Sat 01 July,2:00pm,No,No,Simone Young & Steven Isserlis,"Hugely expressive and wearing grand emotions on its sleeve, Schumann’s Fourth Symphony has a passionate advocate in our Chief Conductor Simone Young, with her deep musical understanding of Schumann’s own Romantic vision. Written over 100 years later, Walton’s Cello Concerto shares the same romantic essence. From a dreamy and tender opening, the music blossoms, alternating between fiery passion and deep introspection. Award-winning English cellist Steven Isserlis brings out all the nuances and delicate nature of the concerto, drawing you into this intimate work.",https://www.sydneysymphony.com/concerts/simone-young-steven-isserlis
