venue,date,time,interested,sold_out,title,desc,url
"Concert Hall, Sydney Opera House",Sat 27 April,8:00pm,No,No,Osmo Vänskä conducts the music of Sibelius,"Conductor Osmo Vänskä is universally acknowledged as 'our greatest living Sibelian' (Sunday Times) — his interpretations of his countryman’s music hailed for their 'marvellous energy and dramatic fire' (The Guardian). For this event, Vänskä has chosen pieces that bring to life Finnish myths and legends through Sibelius' rich and evocative soundworld: the creation of the world in Luonnotar and the heroic Lemminkäinen Suite including the beloved The Swan of Tuonela. Vänskä is joined by acclaimed Finnish soprano Helena Juntunen for a selection of five songs inspired by Finnish folklore. Juntunen 'commands her audience’s attention' with a 'shimmering stream of glistening tone' (Bachtrack), and is the ideal singer for these heartfelt, richly textured works. Does love burn brighter in a cold place? Discover the answer in this special Sydney Symphony celebration of Sibelius and the beauty of his homeland.",https://www.sydneysymphony.com/concerts/osmo-vanska-conducts-sibelius
"Concert Hall, Sydney Opera House",Thu 02 May,7:00pm,No,No,A Musical Tempest with John Bell,"Just as Prospero cast his spells on the inhabitants of his desert island, so too will John Bell and the Sydney Symphony enchant the Sydney Opera House Concert Hall in this very special presentation.",https://www.sydneysymphony.com/concerts/john-bell-musical-tempest
"Concert Hall, Sydney Opera House",Fri 03 May,11:00am,No,No,A Musical Tempest with John Bell,"Just as Prospero cast his spells on the inhabitants of his desert island, so too will John Bell and the Sydney Symphony enchant the Sydney Opera House Concert Hall in this very special presentation.",https://www.sydneysymphony.com/concerts/john-bell-musical-tempest
"Concert Hall, Sydney Opera House",Wed 08 May,8:00pm,No,No,Tchaikovsky’s Fifth Symphony,"Sydneysiders have always flocked to Uzbek pianist Behzod Abduraimov, and his virtuosity will be on full display in Prokofiev’s Second Piano Concerto – a work of bubbling, cascading vitality that’s one of the most fiendishly difficult piano concertos. Described by The Independent as ‘the most perfectly accomplished pianist of his generation’, here’s an opportunity to witness his tremendous skill as he demonstrates his mastery of this incendiary work. A show stopper.",https://www.sydneysymphony.com/concerts/tchaikovskys-fifth-symphony-2024
"Concert Hall, Sydney Opera House",Thu 09 May,1:30pm,No,No,Tchaikovsky’s Fifth Symphony,"Sydneysiders have always flocked to Uzbek pianist Behzod Abduraimov, and his virtuosity will be on full display in Prokofiev’s Second Piano Concerto – a work of bubbling, cascading vitality that’s one of the most fiendishly difficult piano concertos. Described by The Independent as ‘the most perfectly accomplished pianist of his generation’, here’s an opportunity to witness his tremendous skill as he demonstrates his mastery of this incendiary work. A show stopper.",https://www.sydneysymphony.com/concerts/tchaikovskys-fifth-symphony-2024
"Concert Hall, Sydney Opera House",Fri 10 May,8:00pm,No,No,Tchaikovsky’s Fifth Symphony,"Sydneysiders have always flocked to Uzbek pianist Behzod Abduraimov, and his virtuosity will be on full display in Prokofiev’s Second Piano Concerto – a work of bubbling, cascading vitality that’s one of the most fiendishly difficult piano concertos. Described by The Independent as ‘the most perfectly accomplished pianist of his generation’, here’s an opportunity to witness his tremendous skill as he demonstrates his mastery of this incendiary work. A show stopper.",https://www.sydneysymphony.com/concerts/tchaikovskys-fifth-symphony-2024
"Concert Hall, Sydney Opera House",Sat 11 May,8:00pm,No,No,Tchaikovsky’s Fifth Symphony,"Sydneysiders have always flocked to Uzbek pianist Behzod Abduraimov, and his virtuosity will be on full display in Prokofiev’s Second Piano Concerto – a work of bubbling, cascading vitality that’s one of the most fiendishly difficult piano concertos. Described by The Independent as ‘the most perfectly accomplished pianist of his generation’, here’s an opportunity to witness his tremendous skill as he demonstrates his mastery of this incendiary work. A show stopper.",https://www.sydneysymphony.com/concerts/tchaikovskys-fifth-symphony-2024
"Concert Hall, Sydney Opera House",Wed 15 May,7:00pm,No,No,When George Met Arnold,"These two geniuses of the 20th century struck up an unlikely friendship, playing tennis together every week, discussing music, art, love and the political situation in Europe.When George Met Arnold is a unique event which combines a newly created film with live performance of selected works by both composers to tell the story of this remarkable relationship. The Sydney Symphony is joined by co-creators pianist Simon Tedeschi and conductor Roger Benedict.",https://www.sydneysymphony.com/concerts/when-george-met-arnold
"Utzon Room, Sydney Opera House",Fri 17 May,6:00pm,No,No,Dvořák & Bernstein,"The quartet has a poise and balance, with each member of the ensemble given time in the spotlight. A world away from Spillville, the hustle of New York City was captured by Leonard Bernstein in West Side Story. In this arrangement for brass quintet, experience the bold and energising sounds of that beloved musical; it’s the perfect accompaniment for Fire Dance by Emmy Award-winning composer, Anthony DiLorenzo, a three-and-a-half-minute stunner that will leave you breathless.",https://www.sydneysymphony.com/concerts/dvorak-bernstein-2024
"Concert Hall, Sydney Opera House",Sat 18 May,2:00pm,No,No,Joyce Yang performs Grieg’s Piano Concerto,"Prepare for moments of drama, as in the iconic opening of Grieg’s Piano Concerto. This is a work that is colourful and intensely lyrical, with a beautiful Adagio and a folk music-inflected final movement. And don’t miss Yang letting loose in the wildly entertaining cadenza.Dvořák was inspired to write his New World Symphony after moving to America and experiencing its open spaces and sense of freedom. The work is packed with memorable melodies and delightful tension. He incorporated American roots music and Black spirituals into his vast musical canvas, creating a new musical language for a new world. This is also a rare opportunity to hear work by Missy Mazzoli, a ‘symphonic composer with a photographer’s eye’ (NPR). These Worlds in Us is wonderfully cinematic, with a real sense of yearning and all her hallmark inventiveness.",https://www.sydneysymphony.com/concerts/joyce-yang-griegs-piano-concerto-2024
"Utzon Room, Sydney Opera House",Sat 18 May,6:00pm,No,No,Dvořák & Bernstein,"The quartet has a poise and balance, with each member of the ensemble given time in the spotlight. A world away from Spillville, the hustle of New York City was captured by Leonard Bernstein in West Side Story. In this arrangement for brass quintet, experience the bold and energising sounds of that beloved musical; it’s the perfect accompaniment for Fire Dance by Emmy Award-winning composer, Anthony DiLorenzo, a three-and-a-half-minute stunner that will leave you breathless.",https://www.sydneysymphony.com/concerts/dvorak-bernstein-2024
"Concert Hall, Sydney Opera House",Sun 19 May,2:00pm,No,No,Joyce Yang performs Grieg’s Piano Concerto,"Prepare for moments of drama, as in the iconic opening of Grieg’s Piano Concerto. This is a work that is colourful and intensely lyrical, with a beautiful Adagio and a folk music-inflected final movement. And don’t miss Yang letting loose in the wildly entertaining cadenza.Dvořák was inspired to write his New World Symphony after moving to America and experiencing its open spaces and sense of freedom. The work is packed with memorable melodies and delightful tension. He incorporated American roots music and Black spirituals into his vast musical canvas, creating a new musical language for a new world. This is also a rare opportunity to hear work by Missy Mazzoli, a ‘symphonic composer with a photographer’s eye’ (NPR). These Worlds in Us is wonderfully cinematic, with a real sense of yearning and all her hallmark inventiveness.",https://www.sydneysymphony.com/concerts/joyce-yang-griegs-piano-concerto-2024
City Recital Hall,Mon 20 May,7:00pm,No,No,Joyce Yang in Recital,"Joyce Yang has also picked three Rachmaninov preludes that are among the most technically demanding, full of dramatic, powerful chords, rich textures and expansive feelings.Stravinsky’s Firebird draws on Russian folklore and cemented the composer’s standing as one of his era's most exciting and imaginative composers.Mussorgsky’s Pictures at an Exhibition is a stirring finale. While inspired by actual artworks, this music occupies a far grander canvas. Feel your heart swell during the huge, splendid chords in The Great Gate of Kyiv
and discover what ‘breathtaking’ truly means.Don't miss this wonderful musician and her stunning artistry.",https://www.sydneysymphony.com/concerts/joyce-yang-in-recital-2024
City Recital Hall,Thu 23 May,7:00pm,No,No,Ngapa William Cooper,"In 1938, Cooper, an Aboriginal activist who played a pivotal role in establishing equal rights for Aboriginal Australians, led the only non-Jewish protest worldwide against the events of Kristallnacht in Nazi Germany. This new work is a way of preserving and promoting his legacy and bringing to light this remarkable act of compassion.Ngapa William Cooper combines Westlake’s signature rich musical palette with moving vocals from Lior and Bennett. Sung in English and Yorta Yorta language, this powerful story celebrates a man who left behind a legacy of resistance, solidarity and empathy.This performance will also feature Frederick Septimus Kelly's Elegy in Memoriam Rupert Brooke. The Australian composer's work, written while he was in the trenches at Gallipoli, speaks equally powerfully to compassion and our shared humanity.",https://www.sydneysymphony.com/concerts/ngapa-william-cooper
"Concert Hall, Sydney Opera House",Thu 06 June,1:30pm,No,No,The Sydney Symphony Orchestra with the Australian String Quartet,"Brilliantly incorporating amplified string quartet and orchestra, the intimate interplay of the quartet unfurls into a vast soundworld of a symphony orchestra. Ravel and Schoenberg were both genius orchestrators, utilising every tone of every instrument to realise their respective visions. Ravel’s tribute to French Baroque composer François Couperin takes a suite of courtly dances and transforms them into evocative, cinematic gems that are unmistakably Ravel’s own. Schoenberg’s orchestration of Brahms’ First Piano Quartet is a gorgeous example of a huge contemporary imagination building on an historic work. Schoenberg’s ability to draw colour from an orchestra may, in this triumphant reimagining, even match that of Brahms himself.",https://www.sydneysymphony.com/concerts/sydney-symphony-with-australian-string-quartet
"Concert Hall, Sydney Opera House",Fri 07 June,11:00am,No,No,The Splendour of the Baroque,"Each of these hand-picked pieces gives every Fellow their moment in the spotlight, contrasted with captivating textures for the whole ensemble. Georg Philipp Telemann was one of the most important composers of the late Baroque and early Classical era, writing myriad works for combinations no one had ever attempted. His intricate and energetic works for small ensemble inspired all those who came after him, including JS Bach and Handel – and Christoph Graupner. Graupner was an influential and prolific composer in his own right, and his work bubbles and bursts with all the grandeur and character of the era. His music is now being rediscovered – in this energising concert, hear why he deserves to sit alongside the greats of the Baroque.",https://www.sydneysymphony.com/concerts/splendour-of-the-baroque
"Concert Hall, Sydney Opera House",Fri 07 June,7:00pm,No,No,The Sydney Symphony Orchestra with the Australian String Quartet,"Brilliantly incorporating amplified string quartet and orchestra, the intimate interplay of the quartet unfurls into a vast soundworld of a symphony orchestra. Ravel and Schoenberg were both genius orchestrators, utilising every tone of every instrument to realise their respective visions. Ravel’s tribute to French Baroque composer François Couperin takes a suite of courtly dances and transforms them into evocative, cinematic gems that are unmistakably Ravel’s own. Schoenberg’s orchestration of Brahms’ First Piano Quartet is a gorgeous example of a huge contemporary imagination building on an historic work. Schoenberg’s ability to draw colour from an orchestra may, in this triumphant reimagining, even match that of Brahms himself.",https://www.sydneysymphony.com/concerts/sydney-symphony-with-australian-string-quartet
"Concert Hall, Sydney Opera House",Sat 08 June,7:00pm,No,No,The Sydney Symphony Orchestra with the Australian String Quartet,"Brilliantly incorporating amplified string quartet and orchestra, the intimate interplay of the quartet unfurls into a vast soundworld of a symphony orchestra. Ravel and Schoenberg were both genius orchestrators, utilising every tone of every instrument to realise their respective visions. Ravel’s tribute to French Baroque composer François Couperin takes a suite of courtly dances and transforms them into evocative, cinematic gems that are unmistakably Ravel’s own. Schoenberg’s orchestration of Brahms’ First Piano Quartet is a gorgeous example of a huge contemporary imagination building on an historic work. Schoenberg’s ability to draw colour from an orchestra may, in this triumphant reimagining, even match that of Brahms himself.",https://www.sydneysymphony.com/concerts/sydney-symphony-with-australian-string-quartet
"Utzon Room, Sydney Opera House",Fri 14 June,6:00pm,No,No,Vaughan Williams & Shostakovich,"Written to be performed without any break, this quartet positively fizzes with energy, with richness and detail in both structure and texture. Experience all sides of the composer, from the traditionalist who worshipped Bach to the modern creator who found so much inspiration in jazz.Ralph Vaughan Williams rarely composed chamber music, but what he did write is magnificent. His Phantasy Quintet
displays all the trademarks of his style: rich textures, exquisite harmonies and melodic lines that soar high above muscular lower notes. It’s a symphony in miniature.There is so much to discover in this special event, and two perfect opportunities for collaboration between superb musicians.",https://www.sydneysymphony.com/concerts/vaughan-williams-shostakovich-2024
