venue,date,time,interested,sold_out,title,desc,url
"Concert Hall, Sydney Opera House",Thu 21 July,8:00pm,No,No,Simone Young conducts Mahler 2,"Mahler worked on this symphony in Hamburg as musical director for the Hamburg State Opera – the same company for which Simone Young recently held the same position. Popularly known as the Resurrection Symphony, it’s one of Mahler’s best known and most celebrated. A powerful, soul-shaking landscape of sound. A passionate and expansive journey that would eventually, in Mahler’s words, raise “to the highest heights.”",https://www.sydneysymphony.com/concerts/simone-young-conducts-mahler2
"Concert Hall, Sydney Opera House",Fri 22 July,8:00pm,No,No,Simone Young conducts Mahler 2,"Mahler worked on this symphony in Hamburg as musical director for the Hamburg State Opera – the same company for which Simone Young recently held the same position. Popularly known as the Resurrection Symphony, it’s one of Mahler’s best known and most celebrated. A powerful, soul-shaking landscape of sound. A passionate and expansive journey that would eventually, in Mahler’s words, raise “to the highest heights.”",https://www.sydneysymphony.com/concerts/simone-young-conducts-mahler2
"Concert Hall, Sydney Opera House",Sat 23 July,8:00pm,No,No,Simone Young conducts Mahler 2,"Mahler worked on this symphony in Hamburg as musical director for the Hamburg State Opera – the same company for which Simone Young recently held the same position. Popularly known as the Resurrection Symphony, it’s one of Mahler’s best known and most celebrated. A powerful, soul-shaking landscape of sound. A passionate and expansive journey that would eventually, in Mahler’s words, raise “to the highest heights.”",https://www.sydneysymphony.com/concerts/simone-young-conducts-mahler2
"Concert Hall, Sydney Opera House",Sun 24 July,2:00pm,No,No,Simone Young conducts Mahler 2,"Mahler worked on this symphony in Hamburg as musical director for the Hamburg State Opera – the same company for which Simone Young recently held the same position. Popularly known as the Resurrection Symphony, it’s one of Mahler’s best known and most celebrated. A powerful, soul-shaking landscape of sound. A passionate and expansive journey that would eventually, in Mahler’s words, raise “to the highest heights.”",https://www.sydneysymphony.com/concerts/simone-young-conducts-mahler2
"Concert Hall, Sydney Opera House",Thu 28 July,1:30pm,No,No,Simone Young & Hilary Hahn,"Hilary Hahn is one of the most celebrated violinists to be heard today. In her long-awaited return to Sydney, her stunning virtuosity finds its perfect pairing with Simone Young as conductor. From its haunting opening to its blisteringly intense moments, Prokofiev’s Violin Concerto No.1 was an early triumph for Hahn as her turbo-charged technique captivated critics and audiences around the world.",https://www.sydneysymphony.com/concerts/simone-young-hilary-hahn
"Concert Hall, Sydney Opera House",Fri 29 July,8:00pm,No,No,Simone Young & Hilary Hahn,"Hilary Hahn is one of the most celebrated violinists to be heard today. In her long-awaited return to Sydney, her stunning virtuosity finds its perfect pairing with Simone Young as conductor. From its haunting opening to its blisteringly intense moments, Prokofiev’s Violin Concerto No.1 was an early triumph for Hahn as her turbo-charged technique captivated critics and audiences around the world.",https://www.sydneysymphony.com/concerts/simone-young-hilary-hahn
"Concert Hall, Sydney Opera House",Sat 30 July,8:00pm,No,No,Simone Young & Hilary Hahn,"Hilary Hahn is one of the most celebrated violinists to be heard today. In her long-awaited return to Sydney, her stunning virtuosity finds its perfect pairing with Simone Young as conductor. From its haunting opening to its blisteringly intense moments, Prokofiev’s Violin Concerto No.1 was an early triumph for Hahn as her turbo-charged technique captivated critics and audiences around the world.",https://www.sydneysymphony.com/concerts/simone-young-hilary-hahn
"Concert Hall, Sydney Opera House",Fri 05 August,11:00am,No,No,Bo Skovhus in Recital,"A recital is an excellent way to get to know an artist – in this case, legendary Danish baritone Bo Skovhus, whose extraordinary voice is often a feature at New York’s Metropolitan Opera and other major houses around the globe. Skovhus reunites with long-time collaborator Simone Young, on this occasion as piano accompanist, for this recital featuring songs by Vienna’s greatest composers.",https://www.sydneysymphony.com/concerts/bo-skovhus-in-recital
"Concert Hall, Sydney Opera House",Fri 05 August,7:00pm,No,No,Simone Young conducts A German Requiem,"Profound, intimate and stunningly beautiful – Brahms’ epic choral piece defied the usual thoughts of mortality and instead stands as a testament to the human spirit itself. Brahms often privately referred to the piece as “a human requiem.” This performance brings together great musical forces to realise the work’s full power including Danish opera star, Bo Skovhus, soprano Emma Matthews and the Sydney Philharmonia Choirs.",https://www.sydneysymphony.com/concerts/simone-young-conducts-german-requiem
"Concert Hall, Sydney Opera House",Sat 06 August,2:00pm,No,No,Simone Young conducts A German Requiem,"Profound, intimate and stunningly beautiful – Brahms’ epic choral piece defied the usual thoughts of mortality and instead stands as a testament to the human spirit itself. Brahms often privately referred to the piece as “a human requiem.” This performance brings together great musical forces to realise the work’s full power including Danish opera star, Bo Skovhus, soprano Emma Matthews and the Sydney Philharmonia Choirs.",https://www.sydneysymphony.com/concerts/simone-young-conducts-german-requiem
"Concert Hall, Sydney Opera House",Sun 07 August,2:00pm,No,No,Simone Young conducts A German Requiem,"Profound, intimate and stunningly beautiful – Brahms’ epic choral piece defied the usual thoughts of mortality and instead stands as a testament to the human spirit itself. Brahms often privately referred to the piece as “a human requiem.” This performance brings together great musical forces to realise the work’s full power including Danish opera star, Bo Skovhus, soprano Emma Matthews and the Sydney Philharmonia Choirs.",https://www.sydneysymphony.com/concerts/simone-young-conducts-german-requiem
"Concert Hall, Sydney Opera House",Wed 10 August,8:00pm,No,No,Javier Perianes performs Beethoven,"By the age of 30, deafness was already encroaching on Beethoven’s world. Thanks to a letter he wrote in 1802 (which was discovered 25 years later), we have some insight into the dark emotional state he found himself – something masterfully captured by Brett Dean’s Testament, and further proof of what the extraordinary Beethoven was able to achieve, personally and artistically, with his later work.",https://www.sydneysymphony.com/concerts/javier-perianes-performs-beethoven
"Concert Hall, Sydney Opera House",Fri 12 August,8:00pm,No,No,Javier Perianes performs Beethoven,"By the age of 30, deafness was already encroaching on Beethoven’s world. Thanks to a letter he wrote in 1802 (which was discovered 25 years later), we have some insight into the dark emotional state he found himself – something masterfully captured by Brett Dean’s Testament, and further proof of what the extraordinary Beethoven was able to achieve, personally and artistically, with his later work.",https://www.sydneysymphony.com/concerts/javier-perianes-performs-beethoven
"Concert Hall, Sydney Opera House",Sat 13 August,8:00pm,No,No,Javier Perianes performs Beethoven,"By the age of 30, deafness was already encroaching on Beethoven’s world. Thanks to a letter he wrote in 1802 (which was discovered 25 years later), we have some insight into the dark emotional state he found himself – something masterfully captured by Brett Dean’s Testament, and further proof of what the extraordinary Beethoven was able to achieve, personally and artistically, with his later work.",https://www.sydneysymphony.com/concerts/javier-perianes-performs-beethoven
"Concert Hall, Sydney Opera House",Thu 18 August,1:30pm,No,No,Ray Chen performs Mendelssohn's Violin Concerto,"Mendelssohn’s Violin Concerto is wonderfully uplifting, which is why it remains so popular. Composed near the end of a career that barely spanned three decades, Mendelssohn poured his soul into the work. Written for a friend and star violinist, Mendelssohn’s high-energy concerto demands an astonishing versatility and expressive range from its soloist – in this case, the brilliant Australian violinist Ray Chen. As Gramophone asked: “What more could you want?”",https://www.sydneysymphony.com/concerts/ray-chen-performs-mendelssohn
"Concert Hall, Sydney Opera House",Fri 19 August,8:00pm,No,No,Max Richter: The Four Seasons,"Vast canyons, distant mountains, red dust – Nico Muhly’s Control is as intense and arresting as the Utah landscape which was its inspiration. An emerging force in contemporary classical music, Muhly’s music experiments with both movement and perspective while gazing towards the horizon.",https://www.sydneysymphony.com/concerts/max-richter-four-seasons
"Concert Hall, Sydney Opera House",Sat 20 August,8:00pm,No,No,Max Richter: The Four Seasons,"Vast canyons, distant mountains, red dust – Nico Muhly’s Control is as intense and arresting as the Utah landscape which was its inspiration. An emerging force in contemporary classical music, Muhly’s music experiments with both movement and perspective while gazing towards the horizon.",https://www.sydneysymphony.com/concerts/max-richter-four-seasons
"Concert Hall, Sydney Opera House",Sun 21 August,2:00pm,No,No,Ray Chen performs Mendelssohn's Violin Concerto,"Mendelssohn’s Violin Concerto is wonderfully uplifting, which is why it remains so popular. Composed near the end of a career that barely spanned three decades, Mendelssohn poured his soul into the work. Written for a friend and star violinist, Mendelssohn’s high-energy concerto demands an astonishing versatility and expressive range from its soloist – in this case, the brilliant Australian violinist Ray Chen. As Gramophone asked: “What more could you want?”",https://www.sydneysymphony.com/concerts/ray-chen-performs-mendelssohn
"Concert Hall, Sydney Opera House",Fri 26 August,11:00am,No,No,A Midsummer Night’s Dream with Simone Young,"“Are you sure that we are awake? It seems to me that yet we sleep, we dream...” With Simone Young at the helm, we enter the Shakespearean dreamscape that inspired this joyful score by Mendelssohn.",https://www.sydneysymphony.com/concerts/simone-young-midsummer-nights-dream
"Concert Hall, Sydney Opera House",Fri 26 August,7:00pm,No,No,A Midsummer Night’s Dream with Simone Young,"“Are you sure that we are awake? It seems to me that yet we sleep, we dream...” With Simone Young at the helm, we enter the Shakespearean dreamscape that inspired this joyful score by Mendelssohn.",https://www.sydneysymphony.com/concerts/simone-young-midsummer-nights-dream
"Concert Hall, Sydney Opera House",Sat 27 August,2:00pm,No,No,A Midsummer Night’s Dream with Simone Young,"“Are you sure that we are awake? It seems to me that yet we sleep, we dream...” With Simone Young at the helm, we enter the Shakespearean dreamscape that inspired this joyful score by Mendelssohn.",https://www.sydneysymphony.com/concerts/simone-young-midsummer-nights-dream
"Concert Hall, Sydney Opera House",Sat 27 August,7:00pm,No,No,A Midsummer Night’s Dream with Simone Young,"“Are you sure that we are awake? It seems to me that yet we sleep, we dream...” With Simone Young at the helm, we enter the Shakespearean dreamscape that inspired this joyful score by Mendelssohn.",https://www.sydneysymphony.com/concerts/simone-young-midsummer-nights-dream
"Utzon Room, Sydney Opera House",Fri 02 September,6:00pm,No,No,"Ravel, Nielsen & Strauss",Poetic and pensive. Bold and brilliant. Silvery and soft. Woodwinds reflect the moods of life in all its colours – often in just one breath. Prepare for an audacious masterclass as our Sydney Symphony woodwind family breathe life into three audience favourites.,https://www.sydneysymphony.com/concerts/ravel-nielsen-strauss
"Utzon Room, Sydney Opera House",Sat 03 September,6:00pm,No,No,"Ravel, Nielsen & Strauss",Poetic and pensive. Bold and brilliant. Silvery and soft. Woodwinds reflect the moods of life in all its colours – often in just one breath. Prepare for an audacious masterclass as our Sydney Symphony woodwind family breathe life into three audience favourites.,https://www.sydneysymphony.com/concerts/ravel-nielsen-strauss
City Recital Hall,Mon 05 September,7:00pm,No,No,Yeol Eum Son in Recital,"Meet our youngest pianist in this series, Yeol Eum Son, as she makes her Sydney debut. In 2004, she made waves with her New York Philharmonic debut at just 18. In 2011, she took the silver medal in the Tchaikovsky Piano Competition.",https://www.sydneysymphony.com/concerts/yeol-eum-son-in-recital
"Concert Hall, Sydney Opera House",Fri 09 September,11:00am,No,No,Yeol Eum Son performs Mozart,"Bringing her captivating touch to one of Mozart’s best-known piano concertos, Yeol Eum Son shows us why she’s in such global demand. Opening softly, the work grows to unleash a taut and brilliant musical drama – broken only by the gorgeous, slow movement which provides a serene moment where we can feel the sunshine break through.",https://www.sydneysymphony.com/concerts/yeol-eum-son-performs-mozart
"Concert Hall, Sydney Opera House",Fri 09 September,7:00pm,No,No,Yeol Eum Son performs Mozart,"Bringing her captivating touch to one of Mozart’s best-known piano concertos, Yeol Eum Son shows us why she’s in such global demand. Opening softly, the work grows to unleash a taut and brilliant musical drama – broken only by the gorgeous, slow movement which provides a serene moment where we can feel the sunshine break through.",https://www.sydneysymphony.com/concerts/yeol-eum-son-performs-mozart
"Concert Hall, Sydney Opera House",Sat 10 September,2:00pm,No,No,Yeol Eum Son performs Mozart,"Bringing her captivating touch to one of Mozart’s best-known piano concertos, Yeol Eum Son shows us why she’s in such global demand. Opening softly, the work grows to unleash a taut and brilliant musical drama – broken only by the gorgeous, slow movement which provides a serene moment where we can feel the sunshine break through.",https://www.sydneysymphony.com/concerts/yeol-eum-son-performs-mozart
"Concert Hall, Sydney Opera House",Thu 15 September,1:30pm,No,No,"Debussy, Copland & Vaughan Williams","Debussy’s La mer represented a breakthrough. The French Impressionists had liberated painting and music was quick to follow. Here, the great master of musical colour creates shifting moods of excitement and splendour that capture his lifelong love of the sea – “endless and beautiful”.",https://www.sydneysymphony.com/concerts/debussy-copland-williams
"Concert Hall, Sydney Opera House",Fri 16 September,7:00pm,No,No,"Debussy, Copland & Vaughan Williams","Debussy’s La mer represented a breakthrough. The French Impressionists had liberated painting and music was quick to follow. Here, the great master of musical colour creates shifting moods of excitement and splendour that capture his lifelong love of the sea – “endless and beautiful”.",https://www.sydneysymphony.com/concerts/debussy-copland-williams
"Concert Hall, Sydney Opera House",Sat 17 September,2:00pm,No,No,"Debussy, Copland & Vaughan Williams","Debussy’s La mer represented a breakthrough. The French Impressionists had liberated painting and music was quick to follow. Here, the great master of musical colour creates shifting moods of excitement and splendour that capture his lifelong love of the sea – “endless and beautiful”.",https://www.sydneysymphony.com/concerts/debussy-copland-williams
"Concert Hall, Sydney Opera House",Wed 21 September,8:00pm,No,No,Augustin Hadelich performs Brahms,"From its gripping opening to its gorgeously drawn melodies, Brahms’ Violin Concerto enthrals and moves with its colourful splendour. An absolute tour de force for any violinist, this masterpiece provides a perfect introduction to the astonishing Augustin Hadelich. Sydney audiences can finally hear this Grammy Award-winning musician whose artistic power seems to move musical mountains “with tensile strength and sinew” (Gramophone).",https://www.sydneysymphony.com/concerts/augustin-hadelich-performs-brahms
"Concert Hall, Sydney Opera House",Fri 23 September,8:00pm,No,No,Augustin Hadelich performs Brahms,"From its gripping opening to its gorgeously drawn melodies, Brahms’ Violin Concerto enthrals and moves with its colourful splendour. An absolute tour de force for any violinist, this masterpiece provides a perfect introduction to the astonishing Augustin Hadelich. Sydney audiences can finally hear this Grammy Award-winning musician whose artistic power seems to move musical mountains “with tensile strength and sinew” (Gramophone).",https://www.sydneysymphony.com/concerts/augustin-hadelich-performs-brahms
"Concert Hall, Sydney Opera House",Sat 24 September,8:00pm,No,No,Augustin Hadelich performs Brahms,"From its gripping opening to its gorgeously drawn melodies, Brahms’ Violin Concerto enthrals and moves with its colourful splendour. An absolute tour de force for any violinist, this masterpiece provides a perfect introduction to the astonishing Augustin Hadelich. Sydney audiences can finally hear this Grammy Award-winning musician whose artistic power seems to move musical mountains “with tensile strength and sinew” (Gramophone).",https://www.sydneysymphony.com/concerts/augustin-hadelich-performs-brahms
"Concert Hall, Sydney Opera House",Thu 06 October,1:30pm,No,No,Andrea Lam performs Mozart,"Out of the twenty-seven piano concertos by Mozart, his twenty-second remains one of his most popular. Renowned for her interpretations of Mozart, “a model of clarity and fleetness” (The Times), Andrea Lam brings her pinpoint accuracy to reveal the work’s beauty in all its striking contrast and zest.",https://www.sydneysymphony.com/concerts/andrea-lam-performs-mozart
"Concert Hall, Sydney Opera House",Sun 09 October,2:00pm,No,No,Andrea Lam performs Mozart,"Out of the twenty-seven piano concertos by Mozart, his twenty-second remains one of his most popular. Renowned for her interpretations of Mozart, “a model of clarity and fleetness” (The Times), Andrea Lam brings her pinpoint accuracy to reveal the work’s beauty in all its striking contrast and zest.",https://www.sydneysymphony.com/concerts/andrea-lam-performs-mozart
"Concert Hall, Sydney Opera House",Wed 12 October,8:00pm,No,No,Ravel's Piano Concerto,"Through whirling clouds, waltzing couples may be faintly distinguished... So writes Ravel in his preface to La valse. A piece inspired by the waltzes of 19th century imperial Vienna and subsequently coloured by the experience of WWI, it remains a “waltz to end all waltzes.”",https://www.sydneysymphony.com/concerts/ravels-piano-concerto
"Concert Hall, Sydney Opera House",Fri 14 October,8:00pm,No,No,Ravel's Piano Concerto,"Through whirling clouds, waltzing couples may be faintly distinguished... So writes Ravel in his preface to La valse. A piece inspired by the waltzes of 19th century imperial Vienna and subsequently coloured by the experience of WWI, it remains a “waltz to end all waltzes.”",https://www.sydneysymphony.com/concerts/ravels-piano-concerto
"Concert Hall, Sydney Opera House",Sat 15 October,8:00pm,No,No,Ravel's Piano Concerto,"Through whirling clouds, waltzing couples may be faintly distinguished... So writes Ravel in his preface to La valse. A piece inspired by the waltzes of 19th century imperial Vienna and subsequently coloured by the experience of WWI, it remains a “waltz to end all waltzes.”",https://www.sydneysymphony.com/concerts/ravels-piano-concerto
"Concert Hall, Sydney Opera House",Sun 16 October,10:00am,No,No,Sergei Prokofiev’s Peter & the Wolf,"How many millions of young (and not so young) people have enjoyed Sergei Prokofiev’s magical musical tale of Peter, a young boy, who sets out into the deep forest to catch a wolf? Peter, his grandfather and their animal friends are brought to life by their own instrument. Peter’s bird-friend flits with the flute while his companion duck waddles along to the oboe. Lively strings hum with Peter’s cheerful energy while horns hint at the shadowy wolf at his heel. Then there’s Grandpa on the bassoon, kettle-drum hunters and even a slinking clarinet cat. Written with young ears in mind, Prokofiev’s classic is as charming and entertaining as ever.",https://www.sydneysymphony.com/concerts/prokofievs-peter-wolf
"Concert Hall, Sydney Opera House",Sun 16 October,11:30am,No,No,Sergei Prokofiev’s Peter & the Wolf,"How many millions of young (and not so young) people have enjoyed Sergei Prokofiev’s magical musical tale of Peter, a young boy, who sets out into the deep forest to catch a wolf? Peter, his grandfather and their animal friends are brought to life by their own instrument. Peter’s bird-friend flits with the flute while his companion duck waddles along to the oboe. Lively strings hum with Peter’s cheerful energy while horns hint at the shadowy wolf at his heel. Then there’s Grandpa on the bassoon, kettle-drum hunters and even a slinking clarinet cat. Written with young ears in mind, Prokofiev’s classic is as charming and entertaining as ever.",https://www.sydneysymphony.com/concerts/prokofievs-peter-wolf
City Recital Hall,Mon 17 October,7:00pm,No,No,Jean-Efflam Bavouzet in Recital,"It takes a certain something to capture the delicacy of French music. And in this concert, we hear one of the masters at work: Jean-Efflam Bavouzet. With his light touch and deep sensitivity, Bavouzet brings to life some of the most evocative and poetic music ever written for piano.",https://www.sydneysymphony.com/concerts/jean-efflam-bavouzet-in-recital
City Recital Hall,Wed 19 October,7:00pm,No,No,Mozart's Haffner Serenade,"Music’s Classical style reached its peak with Mozart, and his mastery is evident in this Serenade for Orchestra. Written in 1776 when Mozart was just 20, the piece is dedicated to a family friend, Marie Elisabeth Haffner, to mark the occasion of her wedding.",https://www.sydneysymphony.com/concerts/mozarts-haffner-serenade
